Tornado Number per Year,Year,Month,Day,Date,Time,TimeZone,State,State FIPS Number,Number of Tornado per State per Year,Magnitude,Injuries,Fatalities,Property Loss ($),Crop Loss (millions $),Starting Latitude,Starting Longitude,Ending Latitude,Ending Longitude,Length (miles),Width (yards),fc,Zip Code
484879,2013,6,12,6/12/2013,15:53:00,3,IA,19,0,0,0,0,0.0,0.01,42.79,-93.29,42.78,-93.27,1.26,125,0,50441
446151,2013,6,12,6/12/2013,15:56:00,3,IA,19,0,0,0,0,0.01,0.0,42.78,-93.23,42.76,-93.22,1.11,50,0,50441
450887,2013,6,12,6/12/2013,17:50:00,3,IL,17,0,0,0,0,0.0,0.0,42.22,-90.24,42.22,-90.24,0.5,20,0,61041
450890,2013,6,12,6/12/2013,17:53:00,3,IL,17,0,2,1,0,0.0,0.0,42.17,-90.15,42.1,-90.06,6.6,880,0,61074
457324,2013,6,12,6/12/2013,18:50:00,3,IL,17,0,0,0,0,0.04,0.0,41.29,-87.91,41.29,-87.9,0.24,50,0,60950
457944,2013,6,12,6/12/2013,21:27:00,3,OH,39,0,0,0,0,0.0,0.0,40.75,-84.8,40.74,-84.79,0.64,80,0,45898
458964,2013,6,12,6/12/2013,21:35:00,3,OH,39,0,0,0,0,0.04,0.0,40.72,-84.68,40.72,-84.68,0.06,100,0,45882
459869,2013,6,12,6/12/2013,21:55:00,3,OH,39,0,0,0,0,0.0,0.0,41.19,-84.11,41.19,-84.11,0.04,25,0,43527
459881,2013,6,12,6/12/2013,21:59:00,3,OH,39,0,1,0,0,0.0,0.0,41.25,-84.04,41.25,-84.03,0.43,50,0,43524
460286,2013,6,12,6/12/2013,22:02:00,3,OH,39,0,1,0,0,0.0,0.0,41.3,-84.01,41.3,-84.0,0.17,75,0,43535
460604,2013,6,12,6/12/2013,22:03:00,3,OH,39,0,0,0,0,0.0,0.0,41.3,-83.99,41.3,-83.99,0.25,15,0,43535
460318,2013,6,12,6/12/2013,22:03:00,3,OH,39,0,0,0,0,0.0,0.0,41.3,-83.99,41.3,-83.98,0.11,15,0,43535
458969,2013,6,12,6/12/2013,22:03:00,3,OH,39,0,0,0,0,0.35,0.0,40.5,-84.3,40.49,-84.25,2.32,50,0,45871
460239,2013,6,12,6/12/2013,22:25:00,3,OH,39,0,0,0,0,0.1,0.0,41.28,-83.86,41.28,-83.85,0.94,50,0,43511
459070,2013,6,12,6/12/2013,23:15:00,3,OH,39,0,0,0,0,0.2,0.01,40.36,-83.18,40.36,-83.19,0.21,50,0,43015
460434,2013,6,13,6/13/2013,12:26:00,3,VA,51,0,0,0,0,0.0,0.0,38.2,-77.66,38.23,-77.54,6.94,50,0,22551
460439,2013,6,13,6/13/2013,12:35:00,3,VA,51,0,0,0,0,0.01,0.01,38.1,-77.54,38.12,-77.51,2.45,75,0,22580
460435,2013,6,13,6/13/2013,12:57:00,3,VA,51,0,0,0,0,0.0,0.01,38.18,-77.18,38.19,-77.05,7.14,50,0,22485
452988,2013,6,13,6/13/2013,13:11:00,3,TN,47,0,1,0,0,0.05,0.0,36.13,-83.63,36.11,-83.61,2.0,120,0,37820
460443,2013,6,13,6/13/2013,13:24:00,3,MD,24,0,0,0,0,0.0,0.01,38.28,-76.74,38.31,-76.49,13.83,200,0,20609
460451,2013,6,13,6/13/2013,13:38:00,3,MD,24,0,0,0,0,0.0,0.01,39.08,-77.32,39.11,-76.95,20.1,150,0,20874
460447,2013,6,13,6/13/2013,13:42:00,3,MD,24,0,0,0,0,0.0,0.01,38.4,-76.54,38.42,-76.51,1.8,75,0,20615
453001,2013,6,13,6/13/2013,13:55:00,3,TN,47,0,1,0,0,0.05,0.0,35.79,-83.34,35.79,-83.34,0.5,150,0,37876
463052,2013,6,13,6/13/2013,14:10:00,3,NC,37,0,1,1,0,0.0,0.0,35.74,-83.18,35.72,-83.16,1.88,100,0,37722
464404,2013,6,13,6/13/2013,17:00:00,3,GA,13,0,1,2,0,0.06,0.0,34.27,-84.56,34.17,-84.47,8.5,75,0,30114
464409,2013,6,13,6/13/2013,17:30:00,3,GA,13,0,1,0,0,0.36,0.0,34.08,-84.52,33.95,-84.35,12.93,200,0,30188
449923,2013,6,13,6/13/2013,17:53:00,3,CO,8,0,0,0,0,0.0,0.0,39.92,-102.9,39.92,-102.9,0.1,50,0,80720
449922,2013,6,13,6/13/2013,18:15:00,3,CO,8,0,0,0,0,0.0,0.0,40.26,-103.21,40.26,-103.21,0.1,50,0,80720
457435,2013,6,13,6/13/2013,18:32:00,3,OR,41,0,1,0,0,0.0,0.1,45.22,-123.19,45.21,-123.19,0.25,53,0,97128
449926,2013,6,13,6/13/2013,18:32:00,3,CO,8,0,0,0,0,0.0,0.0,40.36,-103.1,40.36,-103.1,0.1,50,0,80743
461893,2013,6,14,6/14/2013,8:50:00,3,TX,48,0,0,0,0,0.03,0.0,29.33,-99.73,29.35,-99.75,1.9,50,0,78801
454990,2013,6,16,6/16/2013,14:41:00,3,NE,31,0,0,0,0,0.0,0.0,42.33,-101.95,42.33,-101.95,0.2,35,0,69333
454159,2013,6,17,6/17/2013,16:49:00,3,CO,8,0,0,0,0,0.0,0.0,39.16,-102.65,39.16,-102.65,0.25,50,0,80836
450707,2013,6,17,6/17/2013,17:34:00,3,CO,8,0,0,0,0,0.0,0.0,38.07,-103.53,38.07,-103.42,6.04,100,0,81050
449960,2013,6,18,6/18/2013,14:21:00,3,CO,8,0,1,0,0,0.0,0.0,39.83,-104.64,39.86,-104.66,2.4,75,0,80022
462582,2013,6,18,6/18/2013,16:30:00,3,NC,37,0,0,0,0,0.15,0.0,35.98,-78.39,35.98,-78.37,1.25,150,0,27596
449258,2013,6,18,6/18/2013,16:30:00,3,OR,41,0,0,0,0,0.0,0.0,43.28,-123.42,43.28,-123.42,0.1,10,0,97471
453567,2013,6,19,6/19/2013,14:45:00,3,LA,22,0,0,0,0,0.01,0.0,29.24,-89.99,29.24,-89.99,0.3,60,0,70358
450771,2013,6,19,6/19/2013,16:32:00,3,TX,48,0,2,0,0,0.05,0.0,33.48,-102.56,33.55,-102.55,5.2,350,0,79336
452869,2013,6,20,6/20/2013,17:11:00,3,ND,38,0,0,0,0,0.0,0.0,47.05,-98.3,47.05,-98.3,0.1,20,0,58480
461512,2013,6,21,6/21/2013,2:46:00,3,MN,27,0,0,0,0,0.1,0.0,45.33,-92.99,45.33,-92.98,0.5,50,0,55092
463844,2013,6,21,6/21/2013,12:58:00,3,SD,46,0,0,0,0,0.0,0.0,44.66,-98.99,44.66,-98.99,0.21,25,0,57362
463850,2013,6,21,6/21/2013,13:55:00,3,SD,46,0,0,0,0,0.0,0.0,44.66,-97.94,44.67,-97.89,2.34,25,0,57322
455397,2013,6,21,6/21/2013,14:03:00,3,SD,46,0,0,0,0,0.0,0.0,44.45,-97.85,44.45,-97.85,0.1,50,0,57353
463910,2013,6,21,6/21/2013,14:08:00,3,SD,46,0,0,0,0,0.0,0.0,44.71,-97.91,44.71,-97.9,0.36,50,0,57322
455399,2013,6,21,6/21/2013,14:10:00,3,SD,46,0,0,0,0,0.0,0.0,44.49,-97.54,44.49,-97.54,0.1,50,0,57231
463926,2013,6,21,6/21/2013,14:34:00,3,SD,46,0,0,0,0,0.0,0.0,44.61,-97.3,44.61,-97.29,0.37,50,0,57241
448344,2013,6,21,6/21/2013,15:01:00,3,NE,31,0,0,0,0,0.0,0.0,41.19,-103.2,41.19,-103.2,0.33,50,0,69156
448350,2013,6,21,6/21/2013,16:01:00,3,NE,31,0,0,0,0,0.0,0.0,41.21,-102.97,41.21,-102.96,0.33,50,0,69162
455491,2013,6,21,6/21/2013,16:19:00,3,MN,27,0,0,0,0,0.0,0.0,44.32,-95.73,44.32,-95.73,0.1,50,0,56175
458417,2013,6,21,6/21/2013,17:31:00,3,NE,31,0,0,0,0,0.1,0.25,42.73,-102.19,42.72,-102.18,0.72,33,0,69343
448688,2013,6,22,6/22/2013,13:58:00,3,WY,56,0,0,0,0,0.0,0.0,41.98,-104.97,41.98,-104.97,0.37,30,0,82201
451405,2013,6,22,6/22/2013,14:06:00,3,WY,56,0,0,0,0,0.0,0.0,42.96,-106.09,42.96,-106.09,0.08,20,0,82636
448692,2013,6,22,6/22/2013,15:54:00,3,WY,56,0,0,0,0,0.0,0.0,41.85,-104.51,41.85,-104.5,0.39,30,0,82244
448929,2013,6,22,6/22/2013,16:30:00,3,WY,56,0,0,0,0,0.0,0.0,41.72,-104.17,41.67,-104.11,4.25,40,0,82221
448757,2013,6,22,6/22/2013,16:50:00,3,NE,31,0,1,0,0,0.0,0.0,41.67,-104.02,41.65,-103.87,7.87,100,0,69352
448768,2013,6,22,6/22/2013,17:26:00,3,NE,31,0,0,0,0,0.0,0.0,41.58,-103.71,41.58,-103.69,1.15,40,0,69341
448781,2013,6,22,6/22/2013,18:58:00,3,NE,31,0,0,0,0,0.0,0.0,41.23,-103.48,41.23,-103.47,0.58,40,0,69133
448285,2013,6,22,6/22/2013,19:55:00,3,WI,55,0,1,0,0,0.0,0.0,43.36,-89.35,43.4,-89.32,3.22,125,0,53911
462311,2013,6,24,6/24/2013,14:08:00,3,IA,19,0,1,0,1,0.5,0.0,41.45,-91.08,41.46,-90.97,6.5,100,0,52761
462370,2013,6,24,6/24/2013,15:00:00,3,IL,17,0,1,0,0,0.05,0.0,41.43,-90.01,41.45,-89.89,6.21,50,0,61235
461038,2013,6,24,6/24/2013,15:32:00,3,IL,17,0,0,0,0,0.01,0.0,41.7,-89.56,41.73,-89.52,2.79,100,0,61042
462380,2013,6,24,6/24/2013,15:33:00,3,IL,17,0,0,0,0,0.01,0.0,41.56,-89.34,41.57,-89.33,0.63,75,0,61330
459084,2013,6,24,6/24/2013,18:24:00,3,FL,12,0,0,0,0,0.0,0.0,27.87,-82.61,27.85,-82.64,1.91,10,0,33702
457973,2013,6,25,6/25/2013,15:12:00,3,ND,38,0,0,0,0,0.0,0.0,47.95,-100.93,47.98,-100.93,1.78,20,0,58790
464519,2013,6,25,6/25/2013,18:59:00,3,SD,46,0,0,0,0,0.0,0.0,45.6,-99.88,45.6,-99.88,0.09,10,0,57452
460384,2013,6,25,6/25/2013,19:00:00,3,FL,12,0,0,0,0,0.0,0.0,27.72,-82.73,27.72,-82.74,0.14,5,0,33706
451880,2013,6,25,6/25/2013,22:25:00,3,MN,27,0,0,0,0,0.0,0.0,46.65,-96.42,46.69,-96.37,7.0,100,0,56514
448676,2013,6,26,6/26/2013,11:41:00,3,IA,19,0,0,0,0,0.0,0.0,42.61,-94.05,42.61,-94.04,0.67,30,0,50594
451904,2013,6,26,6/26/2013,17:16:00,3,IN,18,0,1,0,0,0.02,0.0,38.45,-87.1,38.45,-87.09,0.59,75,0,47564
449653,2013,6,26,6/26/2013,19:29:00,3,IN,18,0,1,0,0,0.2,0.0,37.99,-86.79,37.93,-86.73,5.26,100,0,47586
449729,2013,6,26,6/26/2013,21:25:00,3,KY,21,0,2,0,0,0.5,0.0,37.62,-85.8,37.66,-85.69,6.65,300,0,42748
450558,2013,6,27,6/27/2013,12:19:00,3,PA,42,0,1,0,0,0.0,0.0,40.26,-77.65,40.29,-77.6,3.02,50,0,"p, PA"
450559,2013,6,27,6/27/2013,14:05:00,3,PA,42,0,1,0,0,0.0,0.0,40.78,-77.74,40.79,-77.75,1.0,75,0,16828
453439,2013,6,29,6/29/2013,13:05:00,3,IL,17,0,0,0,0,0.0,0.0,39.58,-88.41,39.58,-88.41,0.14,20,0,61931
454339,2013,6,29,6/29/2013,14:15:00,3,SC,45,0,0,0,0,0.04,0.0,33.65,-79.04,33.65,-79.04,0.11,30,0,29588
454341,2013,6,29,6/29/2013,14:26:00,3,SC,45,0,0,0,0,0.01,0.0,33.7,-79.01,33.7,-79.01,0.07,50,0,29588
470263,2013,7,1,7/1/2013,7:17:00,3,NJ,34,0,0,0,0,0.02,0.0,40.68,-74.45,40.72,-74.38,4.77,50,0,07922
468585,2013,7,1,7/1/2013,8:58:00,3,CT,9,0,0,0,0,0.0,0.0,41.1,-73.63,41.12,-73.56,3.7,150,0,06830
461537,2013,7,1,7/1/2013,11:28:00,3,CT,9,0,1,0,0,5.0,0.0,41.9,-72.65,41.92,-72.62,2.07,200,0,06095
461545,2013,7,1,7/1/2013,11:45:00,3,CT,9,0,0,0,0,0.03,0.0,41.98,-72.52,41.99,-72.51,0.86,50,0,06082
469097,2013,7,1,7/1/2013,15:50:00,3,FL,12,0,0,0,0,0.01,0.0,28.02,-82.67,28.02,-82.66,0.06,20,0,34677
470255,2013,7,1,7/1/2013,17:33:00,3,MD,24,0,0,0,0,0.0,0.0,38.7,-76.9,38.74,-76.89,2.3,75,0,20613
459160,2013,7,1,7/1/2013,18:41:00,3,IL,17,0,0,0,0,0.0,0.0,38.4,-87.89,38.4,-87.9,0.8,50,0,62863
468818,2013,7,2,7/2/2013,10:25:00,3,NC,37,0,0,0,0,0.1,0.0,36.51,-79.08,36.52,-79.08,0.43,180,0,27343
463141,2013,7,2,7/2/2013,16:59:00,3,SC,45,0,1,9,0,0.09,0.0,34.19,-79.71,34.23,-79.69,3.08,90,0,29506
459161,2013,7,2,7/2/2013,17:55:00,3,IL,17,0,0,0,0,0.0,0.0,38.45,-88.28,38.46,-88.28,0.67,50,0,62842
472071,2013,7,5,7/5/2013,13:00:00,3,FL,12,0,0,0,0,0.01,0.0,30.47,-86.43,30.47,-86.43,0.29,40,0,32578
452171,2013,7,6,7/6/2013,18:50:00,3,KY,21,0,0,0,0,0.01,0.0,36.85,-87.93,36.86,-87.92,0.89,50,0,42211
469085,2013,7,7,7/7/2013,19:30:00,3,ID,16,0,0,0,0,0.0,0.0,42.23,-111.32,42.24,-111.31,1.0,10,0,83254
468419,2013,7,8,7/8/2013,16:48:00,3,MT,30,0,0,0,0,0.0,0.0,46.61,-107.87,46.61,-107.87,0.5,50,0,59054
468458,2013,7,8,7/8/2013,18:54:00,3,MT,30,0,1,0,0,0.0,0.0,46.24,-105.76,46.24,-105.76,0.57,100,0,59301
468896,2013,7,8,7/8/2013,19:02:00,3,OH,39,0,0,0,0,0.07,0.0,41.24,-83.28,41.24,-83.28,0.05,15,0,44841
452936,2013,7,9,7/9/2013,13:59:00,3,WI,55,0,0,0,0,0.0,0.0,45.28,-89.69,45.29,-89.61,4.1,100,0,54442
452941,2013,7,9,7/9/2013,14:32:00,3,WI,55,0,0,0,0,0.0,0.0,45.26,-89.42,45.24,-89.23,9.52,100,0,54435
461134,2013,7,9,7/9/2013,14:54:00,3,ND,38,0,0,0,0,0.1,0.0,46.91,-101.26,46.9,-101.23,1.84,50,0,58563
470461,2013,7,9,7/9/2013,16:10:00,3,NE,31,0,0,0,0,0.0,0.0,41.08,-99.78,41.08,-99.78,0.01,20,0,68860
462521,2013,7,9,7/9/2013,16:14:00,3,NE,31,0,0,0,0,0.0,0.0,41.02,-99.95,41.02,-99.92,1.72,50,0,"n, NE"
467424,2013,7,9,7/9/2013,16:15:00,3,NE,31,0,0,0,0,0.0,0.0,41.1,-99.91,41.1,-99.91,0.22,75,0,"t, NE"
469101,2013,7,9,7/9/2013,16:33:00,3,FL,12,0,0,1,0,0.02,0.0,27.52,-82.59,27.52,-82.6,0.23,15,0,34221
452894,2013,7,9,7/9/2013,16:44:00,3,WI,55,0,0,0,0,0.0,0.0,44.26,-89.53,44.26,-89.53,0.16,25,0,54966
452864,2013,7,9,7/9/2013,18:50:00,3,WI,55,0,0,0,0,0.03,0.0,44.94,-87.86,44.95,-87.83,1.58,100,0,54153
460783,2013,7,10,7/10/2013,11:28:00,3,IN,18,0,1,2,0,0.0,0.0,40.75,-86.11,40.74,-86.05,3.47,200,0,46970
468580,2013,7,10,7/10/2013,12:24:00,3,OH,39,0,0,0,0,0.2,0.0,41.14,-82.94,41.22,-82.78,10.15,50,0,44867
465232,2013,7,10,7/10/2013,13:13:00,3,OH,39,0,0,0,0,0.25,0.0,41.27,-82.86,41.27,-82.85,0.8,50,0,44811
462331,2013,7,10,7/10/2013,13:56:00,3,OH,39,0,0,0,0,0.07,0.0,40.87,-82.17,40.86,-82.16,1.03,15,0,44866
474031,2013,7,10,7/10/2013,14:03:00,3,KS,20,0,0,0,0,0.0,0.0,37.68,-101.76,37.68,-101.76,0.15,50,0,67855
460027,2013,7,10,7/10/2013,14:42:00,3,PA,42,0,1,0,0,0.1,0.0,40.9,-80.4,40.91,-80.39,1.16,250,0,16141
460275,2013,7,10,7/10/2013,14:44:00,3,OH,39,0,1,0,0,0.08,0.0,40.63,-81.45,40.53,-81.22,13.35,300,0,44612
460282,2013,7,10,7/10/2013,15:07:00,3,OH,39,0,1,0,0,0.03,0.0,40.49,-81.11,40.45,-80.95,9.06,150,0,44615
462109,2013,7,10,7/10/2013,15:20:00,3,CT,9,0,1,0,0,0.05,0.0,41.72,-72.41,41.77,-72.21,10.87,100,0,06232
459269,2013,7,12,7/12/2013,18:45:00,3,ND,38,0,0,0,0,0.0,0.0,46.06,-97.35,46.06,-97.35,0.1,20,0,58013
471291,2013,7,13,7/13/2013,7:01:00,3,SC,45,0,0,0,0,0.0,0.0,32.38,-80.46,32.38,-80.46,0.01,25,0,29920
470482,2013,7,15,7/15/2013,15:45:00,3,MT,30,0,2,0,0,0.5,0.0,48.35,-105.61,48.37,-105.11,22.99,440,0,59201
469936,2013,7,15,7/15/2013,16:40:00,3,FL,12,0,0,0,0,0.0,0.0,27.42,-82.42,27.42,-82.44,1.2,5,0,34202
453064,2013,7,15,7/15/2013,20:00:00,3,AZ,4,0,0,0,0,0.0,0.0,35.03,-110.69,35.03,-110.69,0.1,10,0,86047
467597,2013,7,17,7/17/2013,16:48:00,3,ME,23,0,0,0,0,0.0,0.0,45.67,-67.88,45.67,-67.88,0.15,50,0,04424
467638,2013,7,19,7/19/2013,12:00:00,3,ME,23,0,1,0,0,0.0,0.0,46.2,-69.1,46.19,-69.06,2.14,300,0,04462
469906,2013,7,19,7/19/2013,13:45:00,3,FL,12,0,0,3,0,0.0,0.0,26.24,-80.09,26.24,-80.09,0.1,10,0,33062
462861,2013,7,19,7/19/2013,15:07:00,3,OH,39,0,0,0,0,0.03,0.0,40.51,-80.95,40.51,-80.94,0.63,175,0,43903
471107,2013,7,19,7/19/2013,17:31:00,3,NY,36,0,0,0,0,0.04,0.0,43.32,-77.72,43.32,-77.71,0.28,10,0,14468
461831,2013,7,20,7/20/2013,1:35:00,3,OH,39,0,1,0,0,0.35,0.0,41.5,-81.47,41.48,-81.46,1.34,200,0,44124
464406,2013,7,20,7/20/2013,17:26:00,3,NE,31,0,0,0,0,0.0,0.0,42.6,-102.34,42.6,-102.34,0.1,60,0,69360
466692,2013,7,21,7/21/2013,12:30:00,3,FL,12,0,0,0,0,0.0,0.0,29.8,-81.55,29.8,-81.55,0.05,20,0,32033
461885,2013,7,21,7/21/2013,16:42:00,3,ND,38,0,0,0,0,0.0,0.0,48.36,-100.9,48.31,-100.83,4.55,50,0,58741
454589,2013,7,21,7/21/2013,18:18:00,3,MO,29,0,0,0,0,0.1,0.0,37.21,-93.27,37.21,-93.26,0.62,50,0,65802
459283,2013,7,21,7/21/2013,20:08:00,3,ND,38,0,1,0,0,0.0,0.0,48.44,-98.88,48.43,-98.82,1.5,100,0,58377
459294,2013,7,22,7/22/2013,0:33:00,3,MN,27,0,1,0,0,0.15,0.0,47.8,-95.7,47.8,-95.54,7.47,150,0,56684
459296,2013,7,22,7/22/2013,0:50:00,3,MN,27,0,2,0,0,1.75,0.6,47.3,-95.91,47.34,-95.47,21.09,400,0,56557
455166,2013,7,22,7/22/2013,15:45:00,3,WI,55,0,0,0,0,0.01,0.01,44.66,-91.2,44.66,-91.2,0.29,10,0,54722
456863,2013,7,22,7/22/2013,16:15:00,3,WI,55,0,0,0,0,0.02,0.0,44.04,-91.55,44.05,-91.53,1.1,40,0,"u, WI"
472106,2013,7,22,7/22/2013,17:30:00,3,FL,12,0,0,0,0,0.0,0.0,30.39,-86.99,30.39,-86.99,0.01,30,0,32563
470256,2013,7,22,7/22/2013,22:12:00,3,MD,24,0,0,0,0,0.0,0.0,39.63,-76.18,39.63,-76.17,0.8,100,0,21034
469925,2013,7,23,7/23/2013,10:45:00,3,FL,12,0,0,0,0,0.01,0.0,26.09,-80.17,26.09,-80.17,0.01,10,0,33312
462912,2013,7,23,7/23/2013,15:22:00,3,OH,39,0,0,0,0,0.03,0.0,40.69,-80.94,40.66,-80.9,3.15,75,0,44427
471127,2013,7,23,7/23/2013,23:06:00,3,OK,40,0,1,0,0,0.18,0.0,35.96,-95.42,35.93,-95.37,3.5,850,0,ted S
458131,2013,7,25,7/25/2013,14:20:00,3,CO,8,0,0,0,0,0.0,0.0,37.67,-102.38,37.67,-102.4,1.09,100,0,81041
474408,2013,7,25,7/25/2013,15:05:00,3,KS,20,0,0,0,0,0.0,0.0,37.86,-101.98,37.86,-101.97,0.41,50,0,67878
458132,2013,7,25,7/25/2013,15:09:00,3,CO,8,0,0,0,0,0.0,0.0,37.51,-102.3,37.51,-102.32,1.1,75,0,81090
488245,2013,7,26,7/26/2013,14:25:00,3,OK,40,0,0,0,0,0.0,0.0,33.94,-96.73,33.94,-96.73,0.1,10,0,73439
464145,2013,7,26,7/26/2013,16:50:00,3,MO,29,0,0,0,0,0.0,0.0,39.19,-93.49,39.19,-93.49,0.05,25,0,64096
456967,2013,7,27,7/27/2013,15:00:00,3,PA,42,0,1,0,0,0.03,0.0,41.68,-77.99,41.71,-77.96,2.94,200,0,16915
457425,2013,7,27,7/27/2013,16:10:00,3,NY,36,0,1,0,0,0.1,0.0,42.05,-77.55,42.05,-77.55,14.0,500,0,14885
458232,2013,7,27,7/27/2013,23:33:00,3,LA,22,0,1,0,0,0.0,0.0,32.22,-93.45,32.17,-93.29,9.97,1760,0,71051
474418,2013,7,29,7/29/2013,15:18:00,3,KS,20,0,0,0,0,0.0,0.0,37.74,-98.49,37.74,-98.49,0.01,25,0,67583
457050,2013,7,29,7/29/2013,16:05:00,3,KS,20,0,1,0,0,0.1,0.0,37.79,-95.07,37.79,-95.07,0.4,100,0,66779
457237,2013,7,29,7/29/2013,18:03:00,3,WY,56,0,0,0,0,0.0,0.0,41.27,-105.05,41.26,-105.03,1.25,50,0,82009
470758,2013,7,30,7/30/2013,15:35:00,3,SD,46,0,0,0,0,0.0,0.0,44.03,-101.72,44.03,-101.72,0.01,10,0,57567
467013,2013,7,31,7/31/2013,17:35:00,3,FL,12,0,0,0,0,0.0,0.0,30.42,-83.18,30.42,-83.18,0.01,10,0,32052
468441,2013,8,1,8/1/2013,14:15:00,3,FL,12,0,1,0,0,0.5,0.0,30.35,-81.51,30.36,-81.48,1.93,100,0,32225
457850,2013,8,1,8/1/2013,15:42:00,3,TX,48,0,0,0,0,0.0,0.0,33.66,-101.83,33.67,-101.83,0.74,25,0,79403
457851,2013,8,1,8/1/2013,15:46:00,3,TX,48,0,0,0,0,0.0,0.0,33.68,-101.83,33.69,-101.82,0.43,25,0,79403
459937,2013,8,3,8/3/2013,14:00:00,3,CO,8,0,0,0,0,0.0,0.0,40.27,-103.79,40.27,-103.79,0.1,50,0,80701
459929,2013,8,3,8/3/2013,15:37:00,3,CO,8,0,0,0,0,0.0,0.0,39.61,-103.58,39.61,-103.58,0.1,50,0,80818
459930,2013,8,3,8/3/2013,16:07:00,3,CO,8,0,0,0,0,0.0,0.0,39.39,-103.5,39.39,-103.5,0.1,50,0,80818
459932,2013,8,3,8/3/2013,16:17:00,3,CO,8,0,0,0,0,0.01,0.01,40.48,-104.74,40.48,-104.74,0.1,50,0,80631
459931,2013,8,3,8/3/2013,16:29:00,3,CO,8,0,0,0,0,0.0,0.0,40.39,-104.83,40.39,-104.83,0.1,50,0,80543
459934,2013,8,3,8/3/2013,17:24:00,3,CO,8,0,0,0,0,0.0,0.0,40.14,-104.55,40.14,-104.55,0.1,50,0,80643
476156,2013,8,3,8/3/2013,17:40:00,3,CO,8,0,0,0,0,0.0,0.0,40.05,-105.05,40.05,-105.05,0.1,50,0,80516
475321,2013,8,3,8/3/2013,19:15:00,3,MT,30,0,0,0,0,0.0,0.0,45.44,-105.6,45.44,-105.6,1.0,100,0,59317
463634,2013,8,5,8/5/2013,12:28:00,3,KS,20,0,0,0,0,0.0,0.0,39.45,-101.61,39.45,-101.61,0.1,100,0,67735
463635,2013,8,5,8/5/2013,12:40:00,3,KS,20,0,0,0,0,0.0,0.0,39.46,-101.58,39.46,-101.58,0.1,100,0,67735
464192,2013,8,6,8/6/2013,15:00:00,3,MN,27,0,0,0,0,0.0,0.0,45.61,-96.14,45.61,-96.13,0.09,10,0,56221
459377,2013,8,6,8/6/2013,15:13:00,3,ND,38,0,0,0,0,0.0,0.0,46.47,-97.02,46.47,-97.02,0.5,100,0,58077
459379,2013,8,6,8/6/2013,15:26:00,3,ND,38,0,1,0,0,0.0,0.0,46.37,-96.84,46.34,-96.8,3.0,150,0,58075
464200,2013,8,6,8/6/2013,15:29:00,3,MN,27,0,0,0,0,0.0,0.0,45.53,-95.82,45.53,-95.82,0.09,10,0,56244
464219,2013,8,6,8/6/2013,16:17:00,3,MN,27,0,0,0,0,0.0,0.0,45.35,-95.16,45.35,-95.15,0.17,30,0,56289
459677,2013,8,6,8/6/2013,23:22:00,3,WI,55,0,1,2,0,0.03,0.0,44.35,-88.84,44.32,-88.64,9.79,125,0,"a, WI"
459591,2013,8,6,8/6/2013,23:24:00,3,WI,55,0,2,0,0,3.5,0.0,44.38,-88.77,44.3,-88.54,13.07,175,0,54961
461834,2013,8,6,8/6/2013,23:38:00,3,WI,55,0,1,0,0,2.0,0.0,44.34,-88.42,44.3,-88.03,19.15,175,0,54913
461878,2013,8,6,8/6/2013,23:38:00,3,WI,55,0,1,0,0,10.2,0.0,44.3,-88.46,44.22,-88.06,20.69,175,0,54913
459699,2013,8,6,8/6/2013,23:40:00,3,WI,55,0,1,0,0,3.6,0.0,44.37,-88.37,44.29,-87.72,33.1,250,0,54913
459668,2013,8,7,8/7/2013,0:05:00,3,WI,55,0,1,0,0,0.05,0.0,44.42,-87.78,44.41,-87.66,5.57,100,0,54208
474336,2013,8,7,8/7/2013,13:01:00,3,OH,39,0,1,0,0,0.05,0.0,40.81,-81.8,40.8,-81.79,0.87,50,0,44667
458776,2013,8,7,8/7/2013,15:48:00,3,TX,48,0,0,0,0,0.0,0.0,33.53,-102.02,33.53,-102.02,0.01,10,0,79407
459096,2013,8,7,8/7/2013,17:20:00,3,PA,42,0,0,0,0,0.0,0.0,40.11,-79.01,40.11,-79.0,0.22,75,0,15563
475275,2013,8,7,8/7/2013,18:36:00,3,OK,40,0,0,0,0,0.0,0.0,36.85,-100.94,36.85,-100.94,0.11,25,0,73950
475901,2013,8,11,8/11/2013,14:28:00,3,SD,46,0,1,0,0,0.03,0.0,43.9,-103.59,43.89,-103.58,1.28,30,0,57745
460386,2013,8,12,8/12/2013,13:30:00,3,WY,56,0,0,0,0,0.0,0.0,42.55,-106.77,42.55,-106.77,0.09,10,0,82620
473613,2013,8,13,8/13/2013,4:01:00,3,MD,24,0,0,0,0,0.0,0.0,39.52,-76.27,39.51,-76.25,1.0,75,0,21015
472233,2013,8,13,8/13/2013,8:05:00,3,NJ,34,0,0,0,0,0.25,0.0,39.68,-74.27,39.71,-74.22,3.16,100,0,08092
475303,2013,8,14,8/14/2013,16:45:00,3,TX,48,0,0,0,0,0.0,0.0,36.34,-101.82,36.34,-101.82,1.0,50,0,79084
475305,2013,8,14,8/14/2013,17:40:00,3,TX,48,0,0,0,0,0.0,0.0,35.95,-101.57,35.95,-101.57,0.11,40,0,79062
465663,2013,8,14,8/14/2013,21:58:00,3,TX,48,0,0,0,0,0.25,0.0,33.94,-101.9,33.94,-101.9,0.07,25,0,79311
